online_order,book_table,location,approx_cost,category,city,status,stacked_cuisines,stacked_rest_type
Yes,Yes,Bellandur,1800.0,Dine-out,Bellandur,1,American,Bar
Yes,No,BTM,400.0,Delivery,Bannerghatta Road,0,Chinese,Sweet Shop
No,No,Ulsoor,2200.0,Buffet,Brigade Road,1,North Indian,Casual Dining
Yes,No,Ulsoor,800.0,Dine-out,Brigade Road,1,Continental,Cafe
Yes,No,Ulsoor,700.0,Delivery,Brigade Road,1,Beverages,Bakery
No,Yes,Marathahalli,1500.0,Dine-out,Bellandur,1,European,Bar
Yes,No,Basavanagudi,200.0,Dine-out,Basavanagudi,1,Fast Food,Quick Bites
No,Yes,Sarjapur Road,1900.0,Drinks & nightlife,Bellandur,1,Mexican,Pub
No,No,Basavanagudi,600.0,Dine-out,Basavanagudi,0,Street Food,Quick Bites
Yes,No,Basavanagudi,300.0,Dine-out,Banashankari,1,South Indian,Quick Bites
Yes,No,Banashankari,800.0,Cafes,Basavanagudi,1,Mexican,Cafe
Yes,No,Banashankari,300.0,Delivery,Banashankari,1,Chinese,Quick Bites
Yes,No,Basavanagudi,600.0,Delivery,Basavanagudi,1,North Indian,Casual Dining
No,No,Bellandur,600.0,Delivery,Bellandur,0,Bakery,Bakery
No,No,Commercial Street,1200.0,Delivery,Brigade Road,1,Desserts,Delivery
No,No,JP Nagar,500.0,Delivery,Bannerghatta Road,1,South Indian,Casual Dining
Yes,No,Bellandur,600.0,Desserts,Bellandur,1,Desserts,Dessert Parlor
Yes,No,Church Street,700.0,Delivery,Brigade Road,1,Burger,Cafe
Yes,No,Ulsoor,800.0,Delivery,Brigade Road,0,Continental,Cafe
Yes,No,JP Nagar,500.0,Delivery,Bannerghatta Road,1,Cafe,Cafe
No,No,Basavanagudi,550.0,Cafes,Basavanagudi,1,Fast Food,Cafe
No,No,Brigade Road,500.0,Delivery,Brigade Road,1,Pizza,Cafe
Yes,No,Basavanagudi,600.0,Delivery,Banashankari,0,Cafe,Cafe
Yes,No,Frazer Town,700.0,Delivery,Brigade Road,1,North Indian,Casual Dining
Yes,No,Banashankari,600.0,Delivery,Basavanagudi,0,North Indian,Casual Dining
Yes,Yes,Sarjapur Road,1300.0,Dine-out,Bellandur,1,Chinese,Pub
Yes,No,Bannerghatta Road,700.0,Delivery,Bannerghatta Road,1,Andhra,Casual Dining
No,No,Basavanagudi,1100.0,Dine-out,Banashankari,0,Chinese,Pub
Yes,Yes,Banashankari,600.0,Dine-out,Basavanagudi,1,Italian,Cafe
Yes,Yes,BTM,1500.0,Delivery,Bannerghatta Road,1,Finger Food,Bar
No,Yes,Basavanagudi,1000.0,Dine-out,Basavanagudi,1,Desserts,Casual Dining
Yes,No,Bellandur,600.0,Delivery,Bellandur,1,North Indian,Delivery
Yes,Yes,Indiranagar,1600.0,Delivery,Brigade Road,1,Chinese,Casual Dining
No,No,Cunningham Road,400.0,Delivery,Brigade Road,1,Mexican,Quick Bites
Yes,Yes,Banashankari,600.0,Cafes,Banashankari,1,Cafe,Cafe
Yes,No,Frazer Town,300.0,Delivery,Brigade Road,0,Bakery,Quick Bites
No,No,Church Street,1100.0,Dine-out,Brigade Road,1,Finger Food,Bar
Yes,No,Jayanagar,750.0,Delivery,Basavanagudi,1,South Indian,Casual Dining
Yes,No,Ulsoor,800.0,Cafes,Brigade Road,1,Steak,Cafe
No,No,Basavanagudi,700.0,Dine-out,Banashankari,1,Chinese,Casual Dining
Yes,No,Brigade Road,550.0,Dine-out,Brigade Road,1,Fast Food,Dessert Parlor
No,Yes,Sarjapur Road,1500.0,Pubs and bars,Bellandur,1,North Indian,Bar
Yes,Yes,St. Marks Road,1400.0,Delivery,Brigade Road,1,Salad,Casual Dining
No,No,Banashankari,850.0,Dine-out,Basavanagudi,0,Chinese,Casual Dining
Yes,Yes,St. Marks Road,1900.0,Delivery,Brigade Road,1,Modern Indian,Bar
Yes,No,Richmond Road,450.0,Delivery,Brigade Road,1,Continental,Delivery
Yes,No,Frazer Town,750.0,Delivery,Brigade Road,1,Chinese,Casual Dining
Yes,No,Bellandur,250.0,Dine-out,Bellandur,0,Mithai,Quick Bites
Yes,No,Frazer Town,550.0,Delivery,Brigade Road,1,Kebab,Casual Dining
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,Chinese,Casual Dining
Yes,No,Marathahalli,200.0,Delivery,Bellandur,1,Ice Cream,Quick Bites
No,No,JP Nagar,1100.0,Dine-out,Bannerghatta Road,0,Chettinad,Casual Dining
Yes,Yes,JP Nagar,1200.0,Delivery,Basavanagudi,1,Chinese,Casual Dining
Yes,Yes,Lavelle Road,1300.0,Delivery,Brigade Road,1,Momos,Casual Dining
Yes,Yes,St. Marks Road,1700.0,Dine-out,Brigade Road,1,Korean,Casual Dining
No,Yes,St. Marks Road,1200.0,Dine-out,Brigade Road,1,Mediterranean,Casual Dining
No,Yes,Lavelle Road,1000.0,Dine-out,Brigade Road,1,Continental,Casual Dining
Yes,Yes,Bannerghatta Road,800.0,Dine-out,Bannerghatta Road,1,Seafood,Casual Dining
Yes,No,Bellandur,550.0,Dine-out,Bellandur,1,Chinese,Casual Dining
Yes,Yes,Bellandur,1000.0,Drinks & nightlife,Bellandur,1,Iranian,Casual Dining
No,No,Jayanagar,800.0,Cafes,Basavanagudi,1,Wraps,Cafe
Yes,No,Banashankari,800.0,Delivery,Banashankari,1,Italian,Casual Dining
Yes,Yes,Sarjapur Road,1200.0,Pubs and bars,Bellandur,1,Chinese,Casual Dining
Yes,Yes,Banashankari,800.0,Delivery,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Jayanagar,500.0,Desserts,Basavanagudi,1,Sandwich,Dessert Parlor
Yes,Yes,Banashankari,1200.0,Delivery,Basavanagudi,1,Beverages,Casual Dining
Yes,Yes,JP Nagar,1200.0,Delivery,Bannerghatta Road,1,North Indian,Casual Dining
No,Yes,JP Nagar,1600.0,Buffet,Bannerghatta Road,1,BBQ,Casual Dining
Yes,Yes,JP Nagar,1100.0,Delivery,Bannerghatta Road,1,Chinese,Bar
Yes,Yes,Brigade Road,1600.0,Dine-out,Brigade Road,1,Pizza,Casual Dining
Yes,Yes,Banashankari,1200.0,Dine-out,Banashankari,1,Kebab,Casual Dining
Yes,Yes,Sarjapur Road,1500.0,Delivery,Bellandur,1,Finger Food,Microbrewery
Yes,No,JP Nagar,500.0,Delivery,Bannerghatta Road,0,South Indian,Casual Dining
Yes,No,Ulsoor,700.0,Desserts,Brigade Road,1,Italian,Cafe
Yes,No,Jayanagar,400.0,Delivery,Banashankari,1,Chinese,Quick Bites
Yes,No,Bannerghatta Road,400.0,Delivery,Basavanagudi,1,Burger,Quick Bites
Yes,Yes,Banashankari,800.0,Delivery,Banashankari,1,Chinese,Casual Dining
Yes,No,Bellandur,600.0,Dine-out,Bellandur,0,Burger,Bakery
Yes,Yes,JP Nagar,1200.0,Dine-out,Bannerghatta Road,1,Continental,Bar
Yes,Yes,JP Nagar,400.0,Delivery,Bannerghatta Road,1,Roast Chicken,Quick Bites
Yes,No,Indiranagar,250.0,Delivery,Brigade Road,1,Fast Food,Quick Bites
Yes,Yes,Bannerghatta Road,1200.0,Drinks & nightlife,Bannerghatta Road,1,Continental,Casual Dining
No,Yes,Sarjapur Road,1500.0,Pubs and bars,Bellandur,1,North Indian,Bar
Yes,Yes,Bellandur,1400.0,Delivery,Bellandur,1,Mexican,Bar
Yes,No,Basavanagudi,200.0,Delivery,Banashankari,1,Street Food,Quick Bites
Yes,No,Ulsoor,700.0,Dine-out,Brigade Road,1,Beverages,Cafe
Yes,No,Jayanagar,500.0,Delivery,Basavanagudi,1,Fast Food,Quick Bites
Yes,No,Bannerghatta Road,1100.0,Dine-out,Bannerghatta Road,1,Thai,Food Court
No,No,Jayanagar,800.0,Cafes,Basavanagudi,1,Wraps,Cafe
Yes,No,JP Nagar,400.0,Delivery,Bannerghatta Road,0,Street Food,Quick Bites
No,No,Sarjapur Road,700.0,Buffet,Bellandur,0,North Indian,Casual Dining
Yes,Yes,Banashankari,600.0,Delivery,Banashankari,1,Continental,Cafe
Yes,Yes,Jayanagar,1500.0,Dine-out,Basavanagudi,1,Asian,Microbrewery
No,No,Basavanagudi,200.0,Dine-out,Basavanagudi,1,Street Food,Quick Bites
Yes,No,JP Nagar,300.0,Delivery,Basavanagudi,1,Chinese,Quick Bites
Yes,Yes,Jayanagar,1000.0,Delivery,Banashankari,1,North Indian,Bar
Yes,No,Bellandur,600.0,Desserts,Bellandur,1,Desserts,Dessert Parlor
No,No,Lavelle Road,1400.0,Cafes,Brigade Road,1,Sandwich,Bakery
Yes,No,Bannerghatta Road,250.0,Dine-out,Bannerghatta Road,0,Beverages,Beverage Shop
Yes,No,Bannerghatta Road,650.0,Dine-out,Bannerghatta Road,0,Street Food,Quick Bites
Yes,No,Bannerghatta Road,600.0,Delivery,Bannerghatta Road,0,Fast Food,Quick Bites
Yes,Yes,HSR,700.0,Delivery,Bellandur,1,Italian,Cafe
Yes,Yes,MG Road,1200.0,Dine-out,Brigade Road,1,Continental,Cafe
Yes,No,JP Nagar,500.0,Delivery,Bannerghatta Road,1,Ice Cream,Dessert Parlor
Yes,No,Banashankari,750.0,Delivery,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Banashankari,750.0,Dine-out,Banashankari,1,South Indian,Casual Dining
Yes,No,Basavanagudi,500.0,Dine-out,Basavanagudi,0,Burger,Quick Bites
Yes,No,Domlur,650.0,Delivery,Brigade Road,1,Mughlai,Delivery
No,No,Brigade Road,300.0,Dine-out,Brigade Road,1,Chinese,Quick Bites
Yes,Yes,BTM,1500.0,Dine-out,Bannerghatta Road,1,Finger Food,Bar
Yes,No,Jayanagar,700.0,Delivery,Banashankari,1,Beverages,Cafe
Yes,No,Banashankari,800.0,Buffet,Basavanagudi,1,Cafe,Cafe
No,Yes,Bellandur,1500.0,Buffet,Bellandur,1,Continental,Casual Dining
Yes,Yes,Church Street,1400.0,Dine-out,Brigade Road,1,North Indian,Casual Dining
No,Yes,Sarjapur Road,1500.0,Buffet,Bellandur,1,Asian,Casual Dining
Yes,No,HSR,300.0,Delivery,Bellandur,0,Gujarati,Quick Bites
Yes,No,Sarjapur Road,500.0,Delivery,Bellandur,1,North Indian,Delivery
Yes,Yes,Jayanagar,650.0,Delivery,Basavanagudi,1,Burger,Cafe
Yes,No,Banashankari,400.0,Cafes,Banashankari,0,North Indian,Cafe
Yes,No,Kumaraswamy Layout,300.0,Delivery,Banashankari,1,Arabian,Quick Bites
Yes,No,Brigade Road,650.0,Delivery,Brigade Road,1,Cafe,Cafe
Yes,Yes,MG Road,1700.0,Dine-out,Brigade Road,1,Continental,Casual Dining
Yes,Yes,Cunningham Road,850.0,Delivery,Brigade Road,1,Chinese,Casual Dining
Yes,No,Richmond Road,1700.0,Dine-out,Brigade Road,1,North Indian,Bar
No,Yes,Sarjapur Road,1400.0,Dine-out,Bellandur,1,Italian,Microbrewery
Yes,Yes,St. Marks Road,1400.0,Dine-out,Brigade Road,1,Salad,Casual Dining
Yes,Yes,Jayanagar,650.0,Cafes,Basavanagudi,1,Cafe,Cafe
No,Yes,Church Street,1000.0,Cafes,Brigade Road,1,Continental,Cafe
Yes,Yes,Cunningham Road,1300.0,Desserts,Brigade Road,1,Cafe,Cafe
Yes,No,Bannerghatta Road,550.0,Delivery,Bannerghatta Road,0,North Indian,Casual Dining
No,Yes,Bellandur,1600.0,Drinks & nightlife,Bellandur,1,Mexican,Bar
No,No,Basavanagudi,250.0,Dine-out,Basavanagudi,1,South Indian,Quick Bites
Yes,Yes,Bellandur,1400.0,Dine-out,Bellandur,1,Continental,Bar
Yes,Yes,Jayanagar,800.0,Delivery,Basavanagudi,1,Sandwich,Cafe
Yes,Yes,Banashankari,800.0,Delivery,Basavanagudi,1,Thai,Casual Dining
Yes,Yes,MG Road,1700.0,Delivery,Brigade Road,1,Cafe,Casual Dining
No,No,Church Street,900.0,Delivery,Brigade Road,1,Healthy Food,Cafe
Yes,No,JP Nagar,300.0,Desserts,Bannerghatta Road,1,Desserts,Delivery
Yes,Yes,Richmond Road,1000.0,Delivery,Brigade Road,1,Desserts,Casual Dining
No,Yes,JP Nagar,1500.0,Drinks & nightlife,Bannerghatta Road,0,Finger Food,Casual Dining
No,No,Bannerghatta Road,400.0,Delivery,Bannerghatta Road,1,Mexican,Quick Bites
Yes,No,Basavanagudi,250.0,Delivery,Banashankari,1,Fast Food,Quick Bites
Yes,No,Ulsoor,800.0,Dine-out,Brigade Road,1,Continental,Casual Dining
Yes,Yes,Sarjapur Road,1200.0,Drinks & nightlife,Bellandur,1,American,Pub
No,No,St. Marks Road,1300.0,Dine-out,Brigade Road,1,Continental,Casual Dining
Yes,Yes,Banashankari,800.0,Dine-out,Banashankari,1,Chinese,Casual Dining
Yes,Yes,Richmond Road,1200.0,Buffet,Brigade Road,1,Chinese,Casual Dining
Yes,Yes,Sarjapur Road,1400.0,Dine-out,Bellandur,1,Continental,Casual Dining
Yes,No,Banashankari,800.0,Cafes,Banashankari,1,Chinese,Cafe
Yes,No,Bannerghatta Road,600.0,Delivery,Bannerghatta Road,1,Pizza,Delivery
Yes,No,Indiranagar,500.0,Delivery,Brigade Road,0,North Indian,Delivery
Yes,No,Lavelle Road,1600.0,Dine-out,Brigade Road,1,Salad,Casual Dining
Yes,No,JP Nagar,400.0,Cafes,Bannerghatta Road,0,North Indian,Cafe
No,No,Basavanagudi,450.0,Dine-out,Basavanagudi,0,South Indian,Casual Dining
No,No,Bannerghatta Road,550.0,Delivery,Bannerghatta Road,1,Chinese,Casual Dining
No,No,Richmond Road,600.0,Delivery,Brigade Road,1,Chinese,Casual Dining
Yes,No,Banashankari,700.0,Delivery,Banashankari,1,Chinese,Cafe
Yes,No,Bannerghatta Road,800.0,Delivery,Bannerghatta Road,0,Pizza,Quick Bites
No,No,Bannerghatta Road,500.0,Cafes,Bannerghatta Road,1,Biryani,Cafe
No,Yes,Jayanagar,800.0,Desserts,Basavanagudi,1,Desserts,Casual Dining
No,No,Banashankari,300.0,Delivery,Banashankari,0,Rolls,Quick Bites
No,No,Basavanagudi,300.0,Dine-out,Banashankari,1,Fast Food,Quick Bites
No,Yes,Ulsoor,1600.0,Buffet,Brigade Road,1,North Indian,Casual Dining
Yes,No,Ulsoor,700.0,Desserts,Brigade Road,1,Greek,Bakery
Yes,Yes,MG Road,1700.0,Dine-out,Brigade Road,1,Continental,Cafe
Yes,No,Marathahalli,500.0,Delivery,Bellandur,0,Chinese,Casual Dining
Yes,No,Jayanagar,800.0,Delivery,Basavanagudi,0,Chinese,Casual Dining
Yes,Yes,Marathahalli,1700.0,Delivery,Bellandur,1,North Indian,Casual Dining
Yes,Yes,JP Nagar,1000.0,Dine-out,Bannerghatta Road,1,Arabian,Casual Dining
Yes,No,Jayanagar,750.0,Delivery,Basavanagudi,0,South Indian,Casual Dining
No,No,Basavanagudi,650.0,Dine-out,Banashankari,1,Continental,Casual Dining
Yes,Yes,Bellandur,1400.0,Buffet,Bellandur,1,North Indian,Bar
Yes,No,JP Nagar,600.0,Delivery,Bannerghatta Road,1,Chinese,Casual Dining
No,No,Bannerghatta Road,150.0,Delivery,Bannerghatta Road,1,Ice Cream,Dessert Parlor
No,Yes,Banashankari,850.0,Delivery,Banashankari,1,Chinese,Casual Dining
No,No,Church Street,900.0,Cafes,Brigade Road,1,Sandwich,Casual Dining
Yes,No,MG Road,900.0,Desserts,Brigade Road,1,Pizza,Cafe
Yes,Yes,Jayanagar,1500.0,Delivery,Banashankari,1,Continental,Microbrewery
Yes,No,Basavanagudi,400.0,Delivery,Basavanagudi,1,Fast Food,Quick Bites
No,Yes,Jayanagar,1000.0,Dine-out,Basavanagudi,1,Italian,Casual Dining
Yes,No,Banashankari,500.0,Delivery,Basavanagudi,1,Desserts,Dessert Parlor
Yes,Yes,Jayanagar,1000.0,Delivery,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Basavanagudi,800.0,Delivery,Banashankari,1,North Indian,Casual Dining
Yes,No,Bellandur,250.0,Delivery,Bellandur,1,North Indian,Quick Bites
No,No,Brigade Road,600.0,Dine-out,Brigade Road,0,Thai,Casual Dining
No,Yes,Brigade Road,650.0,Dine-out,Brigade Road,1,North Indian,Casual Dining
Yes,No,Sarjapur Road,600.0,Delivery,Bellandur,1,Mediterranean,Takeaway
Yes,Yes,Jayanagar,1200.0,Dine-out,Basavanagudi,1,Thai,Casual Dining
Yes,Yes,Banashankari,800.0,Delivery,Banashankari,1,Japanese,Casual Dining
Yes,Yes,Cunningham Road,1000.0,Cafes,Brigade Road,1,Momos,Cafe
Yes,No,JP Nagar,650.0,Delivery,Basavanagudi,0,South Indian,Casual Dining
Yes,No,St. Marks Road,400.0,Delivery,Brigade Road,1,Chinese,Casual Dining
Yes,No,Sarjapur Road,300.0,Delivery,Bellandur,1,Bakery,Bakery
No,No,Banashankari,450.0,Dine-out,Banashankari,1,Chinese,Quick Bites
Yes,Yes,Brigade Road,700.0,Delivery,Brigade Road,1,Seafood,Casual Dining
Yes,Yes,St. Marks Road,1700.0,Delivery,Brigade Road,1,Asian,Bar
No,No,Lavelle Road,1500.0,Dine-out,Brigade Road,1,Modern Indian,Microbrewery
No,Yes,Jayanagar,1000.0,Drinks & nightlife,Basavanagudi,1,Konkan,Casual Dining
No,No,Sarjapur Road,700.0,Dine-out,Bellandur,0,Chinese,Casual Dining
Yes,Yes,Brigade Road,1300.0,Delivery,Brigade Road,1,North Indian,Bar
No,No,Sarjapur Road,300.0,Delivery,Bellandur,0,Rolls,Quick Bites
Yes,Yes,Bellandur,1800.0,Pubs and bars,Bellandur,1,Tex-Mex,Bar
Yes,No,Frazer Town,750.0,Delivery,Brigade Road,1,Chinese,Casual Dining
No,No,Bellandur,550.0,Delivery,Bellandur,1,Cafe,Cafe
Yes,Yes,Banashankari,1200.0,Dine-out,Banashankari,1,Beverages,Casual Dining
No,No,St. Marks Road,1300.0,Dine-out,Brigade Road,1,Continental,Pub
Yes,No,Bannerghatta Road,250.0,Dine-out,Bannerghatta Road,1,Momos,Quick Bites
Yes,No,Jayanagar,400.0,Delivery,Banashankari,1,Chinese,Quick Bites
Yes,No,Indiranagar,550.0,Delivery,Brigade Road,0,Andhra,Casual Dining
No,No,Banashankari,450.0,Delivery,Banashankari,1,Fast Food,Quick Bites
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,Pizza,Pub
Yes,No,Jayanagar,200.0,Delivery,Banashankari,1,Juices,Quick Bites
No,No,Lavelle Road,1400.0,Cafes,Brigade Road,1,Burger,Bakery
Yes,No,Brigade Road,800.0,Cafes,Brigade Road,0,Cafe,Cafe
Yes,Yes,Church Street,1200.0,Delivery,Brigade Road,1,Bengali,Casual Dining
Yes,Yes,Bellandur,1000.0,Dine-out,Bellandur,1,Cafe,Cafe
No,No,Brigade Road,500.0,Delivery,Brigade Road,1,Burger,Cafe
Yes,Yes,Jayanagar,1700.0,Delivery,Basavanagudi,1,Chinese,Casual Dining
No,No,Bannerghatta Road,500.0,Dine-out,Bannerghatta Road,1,Italian,Cafe
Yes,No,Brigade Road,500.0,Delivery,Brigade Road,1,North Indian,Casual Dining
No,No,Jayanagar,200.0,Desserts,Basavanagudi,1,Mithai,Sweet Shop
Yes,No,Infantry Road,1300.0,Buffet,Brigade Road,1,Chinese,Casual Dining
Yes,No,Marathahalli,500.0,Delivery,Bellandur,0,South Indian,Casual Dining
Yes,No,JP Nagar,400.0,Desserts,Bannerghatta Road,1,Desserts,Dessert Parlor
Yes,No,Jayanagar,200.0,Delivery,Basavanagudi,1,Juices,Quick Bites
No,No,Brigade Road,300.0,Dine-out,Brigade Road,1,Momos,Quick Bites
Yes,No,Banashankari,500.0,Delivery,Basavanagudi,0,North Indian,Casual Dining
Yes,Yes,Residency Road,800.0,Cafes,Brigade Road,1,Salad,Casual Dining
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,Salad,Casual Dining
Yes,No,JP Nagar,300.0,Dine-out,Bannerghatta Road,1,South Indian,Quick Bites
Yes,No,Jayanagar,200.0,Delivery,Banashankari,1,South Indian,Quick Bites
No,Yes,Bellandur,1600.0,Pubs and bars,Bellandur,1,Mexican,Casual Dining
Yes,No,Koramangala 6th Block,300.0,Delivery,Brigade Road,1,Burger,Delivery
Yes,No,Bannerghatta Road,600.0,Dine-out,Bannerghatta Road,0,Japanese,Casual Dining
Yes,Yes,MG Road,1200.0,Delivery,Brigade Road,1,Italian,Cafe
Yes,Yes,MG Road,1200.0,Dine-out,Brigade Road,1,Cafe,Cafe
Yes,No,Bellandur,600.0,Delivery,Bellandur,0,Arabian,Casual Dining
No,No,Brigade Road,500.0,Cafes,Brigade Road,1,Burger,Cafe
Yes,No,Bellandur,500.0,Desserts,Bellandur,1,Mithai,Casual Dining
No,No,Basavanagudi,250.0,Dine-out,Basavanagudi,1,Street Food,Quick Bites
Yes,No,Indiranagar,650.0,Delivery,Brigade Road,1,North Indian,Casual Dining
Yes,No,Church Street,700.0,Delivery,Brigade Road,1,Italian,Cafe
Yes,No,JP Nagar,650.0,Delivery,Bannerghatta Road,0,Chinese,Casual Dining
Yes,Yes,JP Nagar,1200.0,Drinks & nightlife,Bannerghatta Road,1,Continental,Casual Dining
Yes,No,Bellandur,800.0,Dine-out,Bellandur,0,Andhra,Casual Dining
No,No,Bellandur,600.0,Dine-out,Bellandur,0,Italian,Quick Bites
No,No,Ulsoor,750.0,Dine-out,Brigade Road,1,Pizza,Cafe
Yes,Yes,Sarjapur Road,1400.0,Dine-out,Bellandur,1,North Indian,Microbrewery
Yes,Yes,Marathahalli,1200.0,Delivery,Bellandur,1,Chinese,Pub
Yes,Yes,Shanti Nagar,1200.0,Delivery,Basavanagudi,1,Kebab,Casual Dining
No,Yes,Ulsoor,1600.0,Buffet,Brigade Road,1,BBQ,Casual Dining
Yes,No,HSR,1400.0,Delivery,Bellandur,1,Mediterranean,Bar
No,No,Banashankari,500.0,Dine-out,Basavanagudi,1,Fast Food,Quick Bites
Yes,Yes,Indiranagar,700.0,Delivery,Brigade Road,1,Continental,Cafe
No,No,Marathahalli,1000.0,Dine-out,Bellandur,1,Andhra,Casual Dining
No,No,Jayanagar,300.0,Dine-out,Basavanagudi,0,Chinese,Quick Bites
No,No,JP Nagar,500.0,Dine-out,Bannerghatta Road,1,Biryani,Casual Dining
No,No,Banashankari,250.0,Dine-out,Banashankari,1,South Indian,Quick Bites
Yes,No,Basavanagudi,400.0,Desserts,Basavanagudi,0,Street Food,Casual Dining
Yes,No,Banashankari,450.0,Delivery,Basavanagudi,0,Kebab,Quick Bites
No,No,Bannerghatta Road,700.0,Dine-out,Bannerghatta Road,1,Cafe,Bakery
Yes,No,Jayanagar,200.0,Dine-out,Basavanagudi,1,Juices,Quick Bites
Yes,No,Bannerghatta Road,400.0,Dine-out,Bannerghatta Road,1,Burger,Quick Bites
Yes,Yes,BTM,800.0,Delivery,Basavanagudi,1,Biryani,Casual Dining
No,No,Bellandur,600.0,Desserts,Bellandur,0,Bakery,Bakery
No,No,Richmond Road,1250.0,Desserts,Brigade Road,1,Beverages,Dessert Parlor
No,Yes,Bellandur,1800.0,Buffet,Bellandur,1,North Indian,Casual Dining
Yes,No,Jayanagar,750.0,Delivery,Banashankari,0,Chinese,Casual Dining
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,0,North Indian,Quick Bites
No,Yes,Lavelle Road,1000.0,Cafes,Brigade Road,0,Continental,Cafe
Yes,Yes,Church Street,1200.0,Buffet,Brigade Road,1,Seafood,Casual Dining
No,Yes,Sarjapur Road,1900.0,Drinks & nightlife,Bellandur,1,Continental,Pub
Yes,No,Bellandur,500.0,Delivery,Bellandur,0,Fast Food,Quick Bites
No,No,Jayanagar,550.0,Cafes,Basavanagudi,0,Fast Food,Casual Dining
Yes,Yes,JP Nagar,1100.0,Dine-out,Bannerghatta Road,1,Seafood,Bar
Yes,No,Sarjapur Road,300.0,Dine-out,Bellandur,1,Fast Food,Quick Bites
Yes,Yes,Bannerghatta Road,800.0,Drinks & nightlife,Bannerghatta Road,1,Biryani,Casual Dining
Yes,No,Indiranagar,500.0,Delivery,Brigade Road,0,Continental,Delivery
Yes,No,Jayanagar,600.0,Dine-out,Basavanagudi,1,Biryani,Casual Dining
Yes,No,Basavanagudi,550.0,Delivery,Basavanagudi,1,Rolls,Casual Dining
Yes,Yes,Marathahalli,600.0,Delivery,Bellandur,1,South Indian,Casual Dining
No,No,JP Nagar,800.0,Dine-out,Bannerghatta Road,0,Italian,Dessert Parlor
Yes,No,Bellandur,600.0,Delivery,Bellandur,0,Fast Food,Quick Bites
Yes,Yes,Bellandur,1000.0,Delivery,Bellandur,1,Italian,Cafe
Yes,No,Bellandur,900.0,Delivery,Bellandur,0,Beverages,Dessert Parlor
Yes,No,Bellandur,250.0,Dine-out,Bellandur,1,North Indian,Quick Bites
Yes,No,Sarjapur Road,750.0,Desserts,Bellandur,1,Healthy Food,Bakery
Yes,Yes,Sarjapur Road,1200.0,Pubs and bars,Bellandur,1,South Indian,Pub
Yes,Yes,Cunningham Road,1000.0,Delivery,Brigade Road,1,Salad,Cafe
Yes,Yes,Cunningham Road,1300.0,Delivery,Brigade Road,1,North Indian,Pub
Yes,No,Lavelle Road,400.0,Delivery,Brigade Road,1,North Indian,Quick Bites
No,Yes,Sarjapur Road,1500.0,Dine-out,Bellandur,1,European,Casual Dining
Yes,No,Banashankari,700.0,Delivery,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Richmond Road,700.0,Cafes,Brigade Road,1,Cafe,Cafe
Yes,No,Bellandur,800.0,Delivery,Bellandur,0,North Indian,Casual Dining
Yes,No,BTM,700.0,Delivery,Bannerghatta Road,1,Italian,Quick Bites
Yes,No,Jayanagar,900.0,Delivery,Banashankari,1,South Indian,Casual Dining
Yes,No,Bellandur,600.0,Delivery,Bellandur,0,Cafe,Bakery
Yes,No,Sarjapur Road,500.0,Delivery,Bellandur,1,Cafe,Dessert Parlor
Yes,No,Jayanagar,900.0,Delivery,Basavanagudi,1,Biryani,Casual Dining
Yes,No,Bannerghatta Road,450.0,Dine-out,Bannerghatta Road,0,North Indian,Casual Dining
Yes,No,Jayanagar,300.0,Delivery,Basavanagudi,1,Chinese,Cafe
No,Yes,Ulsoor,1800.0,Dine-out,Brigade Road,1,Thai,Casual Dining
Yes,No,Bellandur,500.0,Dine-out,Bellandur,0,North Indian,Quick Bites
Yes,Yes,MG Road,1500.0,Delivery,Brigade Road,1,Italian,Casual Dining
Yes,No,Jayanagar,750.0,Delivery,Bannerghatta Road,1,Cafe,Cafe
Yes,No,Marathahalli,650.0,Delivery,Bellandur,1,Andhra,Casual Dining
Yes,No,Bannerghatta Road,700.0,Dine-out,Bannerghatta Road,1,Andhra,Casual Dining
Yes,Yes,BTM,900.0,Delivery,Basavanagudi,1,Burger,Cafe
Yes,Yes,Jayanagar,1200.0,Dine-out,Basavanagudi,1,Pizza,Pub
No,Yes,JP Nagar,1200.0,Dine-out,Bannerghatta Road,1,Continental,Pub
Yes,No,Shanti Nagar,700.0,Delivery,Basavanagudi,0,Mughlai,Casual Dining
Yes,No,BTM,600.0,Delivery,Bannerghatta Road,1,Chinese,Cafe
Yes,No,Banashankari,800.0,Dine-out,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Ulsoor,2000.0,Dine-out,Brigade Road,1,Japanese,Casual Dining
No,Yes,Bellandur,2000.0,Buffet,Bellandur,1,Asian,Casual Dining
Yes,No,Church Street,500.0,Cafes,Brigade Road,1,North Indian,Cafe
Yes,No,Bellandur,500.0,Delivery,Bellandur,0,North Indian,Casual Dining
Yes,No,Basavanagudi,800.0,Delivery,Basavanagudi,1,Andhra,Casual Dining
